time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-08-20T16:55:02.810Z,-18.365,168.143,32,7.2,mww,280,18.4,,1.26,us,usp000j6r4,2018-10-17T20:35:03.293Z,"Vanuatu",earthquake,,,,,reviewed,us,us
2011-08-19T05:36:33.040Z,37.671,141.652,47,6.2,mww,669,10,,0.74,us,usp000j6nx,2015-06-30T16:59:03.884Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-08-19T03:54:26.780Z,-16.522,-177.004,407.9,6.2,mww,449,18.9,,0.82,us,usp000j6nt,2015-05-13T18:54:00.000Z,"Fiji region",earthquake,,,,,reviewed,us,us
2011-08-17T11:44:08.370Z,36.765,143.77,9,6.1,mww,305,15.7,,0.81,us,usp000j6kt,2015-06-30T16:59:03.883Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-08-16T11:03:56.430Z,-2.323,128.011,26,6.1,mww,323,20.9,,1.06,us,usp000j6hz,2015-06-30T16:59:03.882Z,"Ceram Sea, Indonesia",earthquake,,,,,reviewed,us,us
2011-08-10T23:45:43.040Z,-7.04,-12.618,10,6,mww,181,26,,1.2,us,usp000j69g,2015-05-13T18:54:00.000Z,"Ascension Island region",earthquake,,,,,reviewed,us,us
2011-08-04T13:51:34.560Z,48.833,154.769,36,6.1,mww,512,28.9,,0.84,us,usp000j5yv,2015-06-30T16:59:03.880Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
2011-07-31T23:38:56.610Z,-3.518,144.828,10,6.6,mww,229,16.6,,0.96,us,usp000j5t4,2017-04-13T22:26:38.070Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,,,,reviewed,us,us
2011-07-31T14:34:47.320Z,-17.016,171.579,10,6.1,mww,437,15.8,,0.88,us,usp000j5sk,2015-06-30T16:59:03.878Z,"Vanuatu region",earthquake,,,,,reviewed,us,us
2011-07-30T18:53:50.720Z,36.942,140.955,38,6.3,mww,701,15.6,,0.81,us,usp000j5rk,2017-04-26T18:12:25.309Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-07-29T07:42:23.400Z,-23.801,179.751,532,6.7,mww,614,14.5,,0.98,us,usp000j5nv,2015-06-30T16:59:03.877Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,us
2011-07-26T17:44:20.380Z,25.101,-109.525,12,6,mww,379,81.3,,1.19,us,usp000j5hr,2015-06-30T16:59:03.875Z,"Gulf of California",earthquake,,,,,reviewed,us,us
2011-07-25T00:50:47.590Z,-3.182,150.611,10,6.3,mww,256,15.9,,1.19,us,usp000j5eq,2017-04-26T18:12:24.114Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,us
2011-07-24T18:51:25.070Z,37.73,141.39,40,6.3,mww,454,17.1,,0.84,us,usp000j5ed,2017-04-13T22:26:36.136Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-07-23T04:34:24.180Z,38.898,141.815,41,6.3,mww,502,30.4,,0.82,us,usp000j5by,2017-04-13T22:26:35.654Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-07-21T23:01:42.510Z,-62.496,164.452,10,6,mww,75,66.3,,1,us,usp000j59g,2015-05-13T18:54:00.000Z,"Balleny Islands region",earthquake,,,,,reviewed,us,us
2011-07-20T22:04:59.320Z,-10.34,162.01,21,6,mww,460,16.4,,0.91,us,usp000j57s,2017-04-26T18:12:22.404Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
2011-07-19T19:35:43.480Z,40.081,71.41,20,6.1,mww,510,32.7,,0.9,us,usp000j560,2017-04-13T22:26:33.686Z,"Kyrgyzstan",earthquake,,,,,reviewed,us,us
2011-07-16T19:59:12.890Z,54.787,-161.29,36,6.1,mww,720,47.6,,1.36,us,usp000j51f,2018-07-06T23:40:59.527Z,"Alaska Peninsula",earthquake,,,,,reviewed,us,us
2011-07-16T00:26:12.640Z,-33.819,-71.832,20,6,mww,334,39.8,,0.84,us,usp000j4zz,2017-04-13T22:26:33.212Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,us,us
2011-07-15T13:26:02.950Z,-60.762,-23.523,10,6.1,mww,141,43.8,,1.27,us,usp000j4yz,2015-05-13T18:54:00.000Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,us
2011-07-11T20:47:04.300Z,9.509,122.175,19,6.4,mww,401,14.5,,1.26,us,usp000j4p4,2017-04-13T22:26:32.733Z,"Negros, Philippines",earthquake,,,,,reviewed,us,us
2011-07-10T00:57:10.800Z,38.034,143.264,23,7,mww,531,12.4,,1.04,us,usp000j4gp,2017-11-13T20:21:58.111Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-07-09T19:35:18.750Z,-29.436,-177.007,15.2,6,mww,235,42.1,,1.14,us,usp000j4fs,2015-05-13T18:54:00.000Z,"Kermadec Islands, New Zealand",earthquake,,13.5,,,reviewed,us,us
2011-07-09T15:02:27.240Z,-29.337,-177.051,14,6,mww,238,33.2,,1.05,us,usp000j4f4,2015-06-30T16:59:03.865Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,us
2011-07-06T19:03:18.260Z,-29.539,-176.34,17,7.6,mww,567,33.5,,1.17,us,usp000j48h,2018-10-17T20:34:54.326Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,us
2011-06-26T12:16:38.600Z,-2.384,136.631,17,6.3,mww,332,16.3,,1.09,us,usp000j3sp,2017-04-26T18:12:19.272Z,"near the north coast of Papua, Indonesia",earthquake,,,,,reviewed,us,us
2011-06-24T06:33:07.850Z,-10.925,165.931,72.1,6.1,mwc,431,16.5,,0.69,us,usp000j3n9,2015-05-13T18:54:00.000Z,"Santa Cruz Islands",earthquake,,4.6,,,reviewed,us,gcmt
2011-06-24T03:09:39.470Z,52.05,-171.836,52,7.3,mww,791,15.3,,1.05,us,usp000j3mq,2018-07-06T23:32:36.992Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
2011-06-22T21:50:52.350Z,39.955,142.205,33,6.7,mww,592,24.9,,0.9,us,usp000j3k6,2017-04-13T22:26:30.292Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-06-21T02:04:15.940Z,-11.479,165.551,14,6,mww,383,17,,0.92,us,usp000j3gd,2015-06-30T16:59:03.858Z,"Santa Cruz Islands",earthquake,,,,,reviewed,us,us
2011-06-20T16:36:01.160Z,-21.701,-68.228,128,6.4,mww,481,24.7,,0.88,us,usp000j3fk,2015-06-30T16:59:03.858Z,"Antofagasta, Chile",earthquake,,,,,reviewed,us,us
2011-06-16T00:03:35.790Z,-5.928,151.04,16,6.4,mww,448,15.6,,1.31,us,usp000j37m,2017-04-13T22:26:28.345Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,us
2011-06-13T14:31:22.990Z,2.515,126.457,61.1,6.3,mww,439,12.8,,1.06,us,usp000j348,2015-06-30T16:59:03.855Z,"Molucca Sea",earthquake,,4.7,,,reviewed,us,us
2011-06-05T11:51:12.010Z,-55.843,146.62,3,6.4,mww,395,23.9,,1.19,us,usp000j2rm,2015-05-13T18:54:00.000Z,"west of Macquarie Island",earthquake,,,,,reviewed,us,us
2011-06-03T00:05:00.830Z,37.285,143.907,14,6.1,mww,637,12.5,,0.87,us,usp000j2kz,2015-06-30T16:59:03.852Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-06-01T12:55:22.380Z,-37.578,-73.691,21,6.3,mww,276,39.9,,1.17,us,usp000j2hv,2017-04-13T22:26:25.952Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,us,us
2011-05-15T18:37:10.370Z,-6.104,154.414,40,6.4,mww,356,11.3,,1.21,us,usp000j1nf,2015-06-30T16:59:03.846Z,"Bougainville region, Papua New Guinea",earthquake,,,,,reviewed,us,us
2011-05-15T13:08:13.060Z,0.569,-25.647,10,6.1,mww,163,44.4,,1.24,us,usp000j1n3,2015-05-13T18:54:00.000Z,"central Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,us
2011-05-13T23:35:52.860Z,37.396,141.341,35,6.1,mww,392,31.7,,0.98,us,usp000j1jk,2017-04-13T22:26:24.041Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-05-10T08:55:08.930Z,-20.244,168.226,11,6.8,mww,519,12.5,,1.15,us,usp000j1a8,2015-06-30T16:59:03.843Z,"Loyalty Islands, New Caledonia",earthquake,,,,,reviewed,us,us
2011-05-05T14:58:18.680Z,38.17,144.032,11,6,mww,447,18,,0.9,us,usp000j11c,2015-06-30T16:59:03.841Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-04-30T08:19:16.710Z,6.854,-82.33,12,6.1,mww,377,59,,1.24,us,usp000j0tf,2015-06-30T16:59:03.836Z,"south of Panama",earthquake,,,,,reviewed,us,us
2011-04-24T23:07:51.490Z,-4.586,122.771,8,6.1,mww,204,40.8,,1.48,us,usp000j0hc,2017-04-13T22:26:22.114Z,"Sulawesi, Indonesia",earthquake,,,,,reviewed,us,us
2011-04-23T04:16:54.720Z,-10.375,161.2,79,6.8,mww,445,13,,0.98,us,usp000j0eh,2017-04-13T22:26:21.636Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
2011-04-21T13:37:03.340Z,35.579,140.305,43,6.2,mww,393,28.2,,1.12,us,usp000j0c3,2017-04-13T22:26:21.151Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-04-18T13:03:02.730Z,-34.336,179.874,86,6.6,mww,467,22.2,,1.09,us,usp000j06q,2016-02-26T21:41:27.160Z,"south of the Kermadec Islands",earthquake,,,,,reviewed,us,us
2011-04-13T19:57:25.420Z,39.583,143.34,22,6,mww,427,33.7,,0.88,us,usp000hzw1,2015-06-30T16:59:03.827Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-04-11T23:08:16.870Z,35.417,140.575,15,6.2,mww,514,15.4,,1.23,us,usp000hzsk,2017-04-26T18:12:12.405Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-04-11T08:16:12.730Z,37.001,140.401,11,6.6,mww,586,10.1,,0.78,us,usp000hzq8,2017-04-13T22:26:17.756Z,"eastern Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-04-07T14:32:43.290Z,38.276,141.588,42,7.1,mww,446,17.7,,0.94,us,usp000hzf6,2018-10-17T20:34:43.623Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-04-07T13:11:22.400Z,17.208,-94.338,166.2,6.6,mww,518,37.2,,,us,usp000hzf3,2017-04-13T22:26:16.563Z,"Veracruz, Mexico",earthquake,,,,,reviewed,unm,us
2011-04-06T14:01:42.560Z,1.612,97.086,20,6,mww,336,17.2,,0.96,us,usp000hzd7,2017-04-26T18:12:09.477Z,"Nias region, Indonesia",earthquake,,,,,reviewed,us,us
2011-04-03T20:06:40.390Z,-9.848,107.693,14,6.7,mww,270,20.3,,1.11,us,usp000hz7h,2015-06-30T16:59:03.821Z,"south of Java, Indonesia",earthquake,,,,,reviewed,us,us
2011-04-03T14:07:09.330Z,-17.642,-178.585,551.7,6.4,mww,539,21.7,,0.87,us,usp000hz6z,2015-05-13T18:53:59.000Z,"Fiji region",earthquake,,,,,reviewed,us,us
2011-04-01T13:29:10.690Z,35.662,26.56,59.9,6,mww,395,23.9,,,us,usp000hz2h,2015-05-13T18:53:59.000Z,"Crete, Greece",earthquake,,,,,reviewed,ath,us
2011-03-31T07:15:30.190Z,38.922,141.821,42,6,mww,518,55.5,,0.85,us,usp000hyzj,2015-06-30T16:59:03.819Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-31T00:11:58.300Z,-16.541,-177.517,15.5,6.3,mww,373,50,,1.38,us,usp000hyyr,2015-05-13T18:53:59.000Z,"Fiji region",earthquake,,6.4,,,reviewed,us,us
2011-03-29T10:54:33.200Z,37.401,142.29,15,6.1,mww,558,21,,0.9,us,usp000hyv2,2015-06-30T16:59:03.818Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-27T22:23:58.800Z,38.415,142.011,19,6.2,mww,629,20.4,,0.91,us,usp000hyrs,2017-04-26T18:12:07.102Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-26T22:49:40.820Z,-15.848,-179.405,6,6,mww,382,45,,1.17,us,usp000hypf,2015-06-30T16:59:03.816Z,"Fiji region",earthquake,,,,,reviewed,us,us
2011-03-25T11:36:24.490Z,38.772,141.88,39,6.2,mww,558,37,,0.86,us,usp000hyjm,2017-04-13T22:26:14.658Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-24T13:55:12.010Z,20.687,99.822,8,6.9,mww,335,18.2,,1.1,us,usp000hyfx,2017-04-13T22:26:13.636Z,"Myanmar",earthquake,,,,,reviewed,us,us
2011-03-22T09:44:29.330Z,39.851,143.437,13,6.4,mww,424,39.9,,0.77,us,usp000hy8e,2015-06-30T16:59:03.812Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-22T09:19:06.230Z,37.325,141.791,31,6.1,mww,527,32.3,,0.8,us,usp000hy8c,2015-06-30T16:59:03.812Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-22T07:18:45.380Z,37.244,144.003,11,6.4,mww,551,18.2,,0.95,us,usp000hy7y,2015-06-30T16:59:03.810Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-20T08:26:09.580Z,18.994,121.246,27,6,mww,392,28.5,,1.1,us,usp000hy18,2015-06-30T16:59:03.808Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
2011-03-17T04:13:56.780Z,40.136,142.168,29,6.2,mww,395,40.4,,0.92,us,usp000hxmc,2017-04-13T22:26:12.193Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-17T02:48:00.030Z,-17.275,167.826,17,6.2,mww,248,20.6,,1.09,us,usp000hxm2,2015-06-30T16:59:03.805Z,"Vanuatu",earthquake,,,,,reviewed,us,us
2011-03-15T15:23:53.850Z,40.335,143.288,18,6.1,mwc,357,57.4,,0.9,us,usp000hxcu,2015-06-30T16:59:03.803Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-15T13:31:46.320Z,35.272,138.582,9,6,mww,450,39.9,,0.92,us,usp000hxc7,2017-04-26T18:12:01.415Z,"eastern Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-15T13:27:56.630Z,37.576,142.237,28,6,mww,375,39.4,,1.02,us,usp000hxc6,2015-06-30T16:59:03.800Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-14T06:12:36.060Z,37.785,142.456,14,6,mww,482,9.6,,0.68,us,usp000hx38,2015-06-30T16:59:03.800Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-13T01:26:04.250Z,35.723,141.637,8,6.1,mww,496,22.6,,1.07,us,usp000hwq6,2015-06-30T16:59:03.797Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-12T23:24:48.780Z,38.047,141.72,15,6.1,mwb,515,27.1,,0.9,us,usp000hwnq,2017-04-26T18:12:00.285Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-12T13:15:41.650Z,37.249,141.159,38,6.1,mww,463,17.8,,0.84,us,usp000hwfv,2017-04-26T18:11:59.727Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-12T01:47:15.400Z,37.594,142.648,20,6.5,mww,472,17.7,,0.85,us,usp000hw7r,2015-06-30T16:59:03.794Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-11T20:11:24.060Z,39.005,142.633,17.4,6.1,mwc,487,31.5,,0.82,us,usp000hw29,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,9.2,,,reviewed,us,gcmt
2011-03-11T19:46:50.880Z,40.483,139.055,10,6.2,mwc,442,64.1,,1.08,us,usp000hw1y,2015-05-13T18:53:59.000Z,"near the west coast of Honshu, Japan",earthquake,,,,,reviewed,us,gcmt
2011-03-11T19:02:59.170Z,39.342,142.872,27.1,6,mwb,408,13.8,,0.93,us,usp000hw19,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,2.4,,,reviewed,us,us
2011-03-11T18:59:16.540Z,37.014,138.376,9.3,6.2,mwb,478,17.6,,1.29,us,usp000hw18,2017-04-26T18:11:58.010Z,"near the west coast of Honshu, Japan",earthquake,,4.7,,,reviewed,us,us
2011-03-11T15:20:08.190Z,36.398,141.864,52.8,6,mb,130,41,,0.96,us,usp000hvy2,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,7.5,,57,reviewed,us,us
2011-03-11T15:13:14.680Z,35.994,141.808,21,6.3,mwb,547,14,,0.99,us,usp000hvy0,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-11T11:36:40.920Z,39.241,142.463,25.7,6.6,ms,668,9.5,,1.11,us,usp000hvuu,2017-04-13T22:26:07.312Z,"near the east coast of Honshu, Japan",earthquake,,4.8,,299,reviewed,us,us
2011-03-11T10:10:34.220Z,39.185,142.76,26.5,6,mb,438,44.1,,0.89,us,usp000hvtb,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,6.8,,274,reviewed,us,us
2011-03-11T08:33:00.780Z,39.14,142.967,27.6,6,mb,231,63,,0.81,us,usp000hvrh,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,9.1,,147,reviewed,us,us
2011-03-11T08:31:09.260Z,37.469,141.176,37.3,6,mb,274,25.9,,0.74,us,usp000hvrg,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,4.2,,193,reviewed,us,us
2011-03-11T08:27:51.600Z,38.017,142.657,42.8,6,mb,362,32.2,,1.09,us,usp000hvrf,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,5.9,,258,reviewed,us,us
2011-03-11T08:26:36.930Z,37.367,143.017,17,6.1,mb,317,24.4,,0.73,us,usp000hvre,2015-05-13T18:53:59.000Z,"off the east coast of Honshu, Japan",earthquake,,8.5,,214,reviewed,us,us
2011-03-11T08:19:24.380Z,36.166,141.562,6.8,6.5,mb,369,18.7,,0.86,us,usp000hvrd,2017-04-26T18:11:55.711Z,"near the east coast of Honshu, Japan",earthquake,,10.4,,253,reviewed,us,us
2011-03-11T08:15:41.850Z,37.047,144.541,41,6.1,mb,275,50.4,,0.75,us,usp000hvrb,2015-05-13T18:53:59.000Z,"off the east coast of Honshu, Japan",earthquake,,4.3,,154,reviewed,us,us
2011-03-11T08:12:07.260Z,36.569,141.486,39.6,6.2,mb,510,20.4,,0.72,us,usp000hvra,2015-07-13T17:02:24.000Z,"near the east coast of Honshu, Japan",earthquake,,3.5,,299,reviewed,us,us
2011-03-11T07:30:18.450Z,37.442,141.195,49.2,6,mb,40,113.2,,0.47,us,usp000hvqn,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,6.8,,20,reviewed,us,us
2011-03-11T07:29:01.830Z,39.031,142.349,45.4,6.3,mb,338,40.1,,1.09,us,usp000hvqm,2015-07-13T17:02:24.000Z,"near the east coast of Honshu, Japan",earthquake,,6.7,,253,reviewed,us,us
2011-03-11T07:28:12.360Z,36.823,141.824,28.4,6.1,mb,289,32.3,,0.62,us,usp000hvqk,2015-07-13T17:02:24.000Z,"near the east coast of Honshu, Japan",earthquake,,7.5,,203,reviewed,us,us
2011-03-11T07:25:36.460Z,37.934,144.529,39.5,6.1,mb,398,21.2,,0.78,us,usp000hvqj,2015-05-13T18:53:59.000Z,"off the east coast of Honshu, Japan",earthquake,,4.1,,295,reviewed,us,us
2011-03-11T07:14:58.820Z,36.586,141.823,24.7,6.3,mb,382,25,,0.88,us,usp000hvqf,2015-07-13T17:02:24.000Z,"near the east coast of Honshu, Japan",earthquake,,7.7,,282,reviewed,us,us
2011-03-11T06:59:00.270Z,37.357,144.725,35.9,6.3,mb,292,30.4,,1.09,us,usp000hvq4,2015-07-13T17:02:24.000Z,"off the east coast of Honshu, Japan",earthquake,,6,,161,reviewed,us,us
2011-03-11T06:57:16.510Z,35.712,140.875,47.5,6,mb,368,36,,0.83,us,usp000hvq3,2017-04-26T18:11:53.976Z,"near the east coast of Honshu, Japan",earthquake,,4.8,,254,reviewed,us,us
2011-03-11T06:49:16.610Z,37.337,144.237,47.3,6.1,mb,121,36.9,,0.93,us,usp000hvpy,2015-07-13T17:02:24.000Z,"off the east coast of Honshu, Japan",earthquake,,7.1,,56,reviewed,us,us
2011-03-11T06:48:45.590Z,37.961,142.724,11.7,6.2,mb,323,29.1,,0.67,us,usp000hvpx,2015-05-13T18:53:59.000Z,"off the east coast of Honshu, Japan",earthquake,,7.8,,239,reviewed,us,us
2011-03-11T06:29:15.990Z,37.812,144.233,40.6,6.1,mb,94,66.6,,0.8,us,usp000hvph,2015-05-13T18:53:59.000Z,"off the east coast of Honshu, Japan",earthquake,,6.2,,31,reviewed,us,us
2011-03-11T06:25:50.300Z,38.058,144.59,18.6,7.7,mwc,507,10.8,,0.85,us,usp000hvpg,2018-09-28T19:51:11.830Z,"off the east coast of Honshu, Japan",earthquake,,8,,,reviewed,us,us
2011-03-11T06:23:09.480Z,39.03,142.284,56.3,6.2,mb,194,50.4,,0.67,us,usp000hvpf,2015-07-13T17:02:24.000Z,"near the east coast of Honshu, Japan",earthquake,,4.6,,110,reviewed,us,us
2011-03-11T06:21:32.700Z,38.29,142.813,51.7,6.2,mb,98,98.6,,0.67,us,usp000hvpe,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,8,,55,reviewed,us,us
2011-03-11T06:20:04.110Z,36.004,142.067,49.3,6.5,mb,43,169.2,,0.87,us,usp000hvpd,2015-07-13T17:02:24.000Z,"off the east coast of Honshu, Japan",earthquake,,9.2,,24,reviewed,us,us
2011-03-11T06:18:49.510Z,36.023,142.269,16,6.6,mb,57,106.6,,0.94,us,usp000hvpc,2015-07-13T17:02:24.000Z,"off the east coast of Honshu, Japan",earthquake,,20.4,,29,reviewed,us,us
2011-03-11T06:15:40.280Z,36.281,141.111,42.6,7.9,mwc,163,48.4,,1.44,us,usp000hvpa,2018-09-28T19:49:45.258Z,"near the east coast of Honshu, Japan",earthquake,,9.6,,,reviewed,us,us
2011-03-11T06:15:23.120Z,37.93,143.802,35,6.3,mb,75,83.4,,1.3,us,usp000hvp9,2015-07-13T17:02:24.000Z,"off the east coast of Honshu, Japan",earthquake,,,,28,reviewed,us,us
2011-03-11T06:13:01.040Z,37.211,141.601,40.1,6.2,mb,275,23.7,,0.76,us,usp000hvp8,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,5.4,,171,reviewed,us,us
2011-03-11T06:12:36.360Z,37.788,144.233,25.4,6.2,mb,130,61,,0.71,us,usp000hvp7,2015-05-13T18:53:59.000Z,"off the east coast of Honshu, Japan",earthquake,,11.9,,68,reviewed,us,us
2011-03-11T06:08:29.660Z,38.969,143.37,2.8,6.7,mb,122,52.3,,1.06,us,usp000hvp5,2015-07-13T17:02:24.000Z,"off the east coast of Honshu, Japan",earthquake,,16.1,,49,reviewed,us,us
2011-03-11T06:07:20.880Z,36.419,141.876,32.3,6.4,mb,262,13.2,,0.88,us,usp000hvp4,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,9.3,,165,reviewed,us,us
2011-03-11T06:06:13.170Z,39.003,142.29,42.7,6.3,mb,304,27.6,,0.71,us,usp000hvp3,2015-07-13T17:02:24.000Z,"near the east coast of Honshu, Japan",earthquake,,3.5,,188,reviewed,us,us
2011-03-11T06:00:39.300Z,38.095,142.492,40.6,6.2,mb,43,122.6,,1,us,usp000hvnz,2015-07-13T17:02:24.000Z,"near the east coast of Honshu, Japan",earthquake,,18.6,,15,reviewed,us,us
2011-03-11T05:58:07.490Z,37.623,142.155,50.7,6.3,mb,98,99.7,,0.95,us,usp000hvnx,2015-07-13T17:02:24.000Z,"off the east coast of Honshu, Japan",earthquake,,6.8,,44,reviewed,us,us
2011-03-11T05:55:45.480Z,37.359,143.351,35,6.4,mb,108,71.7,,1.42,us,usp000hvnw,2015-07-13T17:02:24.000Z,"off the east coast of Honshu, Japan",earthquake,,,,50,reviewed,us,us
2011-03-11T05:54:31.940Z,37.712,141.184,32.3,6.3,mb,120,106.2,,0.75,us,usp000hvnv,2017-04-26T18:11:49.926Z,"near the east coast of Honshu, Japan",earthquake,,13.5,,66,reviewed,us,us
2011-03-11T05:46:24.120Z,38.297,142.373,29,9.1,mww,541,9.5,,1.16,official,official20110311054624120_30,2019-06-21T21:15:32.501Z,"2011 Great Tohoku Earthquake, Japan",earthquake,,,,,reviewed,us,official
2011-03-10T17:08:36.860Z,-6.873,116.72,510.6,6.5,mww,492,14.8,,1.05,us,usp000hvn3,2015-06-30T16:59:03.793Z,"Bali Sea",earthquake,,3,,,reviewed,us,us
2011-03-09T21:24:49.760Z,-5.985,149.777,29,6.4,mww,165,14.9,,1.33,us,usp000hvkj,2017-04-13T22:26:00.952Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,us
2011-03-09T21:24:01.680Z,38.296,142.808,15,6.5,mwc,224,39.6,,0.99,us,usp000hvkh,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,10.5,,,reviewed,us,gcmt
2011-03-09T21:22:17.580Z,38.345,142.648,23,6,mwc,395,65.6,,1.04,us,usp000hvkg,2015-06-30T16:59:03.792Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,gcmt
2011-03-09T18:16:16.440Z,38.315,142.434,22,6,mww,411,29.7,,1.14,us,usp000hvk6,2016-03-04T21:33:41.373Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-09T02:45:20.330Z,38.435,142.842,32,7.3,mww,550,17.4,,0.98,us,usp000hvhj,2018-10-17T20:34:21.013Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-07T00:09:36.450Z,-10.349,160.766,22,6.3,mww,471,12.4,,1.14,us,usp000hvf6,2017-04-13T22:25:59.977Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
2011-03-06T14:32:36.080Z,-56.422,-27.063,87.7,6.5,mww,407,17.7,,1.02,us,usp000hveq,2015-05-13T18:53:59.000Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,us
2011-03-06T12:31:59.780Z,-18.021,-69.362,118,6.3,mww,590,19.4,,0.88,us,usp000hvef,2015-06-30T16:59:03.789Z,"Tarapaca, Chile",earthquake,,,,,reviewed,us,us
2011-03-01T00:53:46.340Z,-29.701,-111.981,10,6,mww,227,52.3,,1.12,us,usp000hv6u,2015-05-13T18:53:59.000Z,"Easter Island region",earthquake,,,,,reviewed,us,us
2011-02-21T23:51:42.350Z,-43.583,172.68,5.9,6.1,mww,323,24.7,,,us,usp000huvq,2017-04-26T18:11:45.985Z,"South Island of New Zealand",earthquake,,,,,reviewed,wel,us
2011-02-21T10:57:52.410Z,-26.142,178.394,558.1,6.5,mww,610,12.1,,0.89,us,usp000huus,2015-06-30T16:59:03.788Z,"south of the Fiji Islands",earthquake,,4.2,,,reviewed,us,us
